,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,protocol_type_tcp,protocol_type_udp,service_X11,service_Z39_50,service_aol,service_auth,service_bgp,service_courier,service_csnet_ns,service_ctf,service_daytime,service_discard,service_domain,service_domain_u,service_echo,service_eco_i,service_ecr_i,service_efs,service_exec,service_finger,service_ftp,service_ftp_data,service_gopher,service_harvest,service_hostnames,service_http,service_http_2784,service_http_443,service_http_8001,service_imap4,service_iso_tsap,service_klogin,service_kshell,service_ldap,service_link,service_login,service_mtp,service_name,service_netbios_dgm,service_netbios_ns,service_netbios_ssn,service_netstat,service_nnsp,service_nntp,service_ntp_u,service_other,service_pm_dump,service_pop_2,service_pop_3,service_printer,service_private,service_red_i,service_remote_job,service_rje,service_shell,service_smtp,service_sql_net,service_ssh,service_sunrpc,service_supdup,service_systat,service_telnet,service_tftp_u,service_tim_i,service_time,service_urh_i,service_urp_i,service_uucp,service_uucp_path,service_vmnet,service_whois,flag_REJ,flag_RSTO,flag_RSTOS0,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,attack_Yes
dst_host_srv_diff_host_rate,-0.03644653983916756,-0.01907848728274269,-0.01216962032367541,,,,-0.0375461123338156,,-0.05070906904148577,-0.018469655445921978,,,,,,,,,-0.03170892208489373,-0.2158453139828846,-0.06040357258696684,-0.1739369511718142,-0.17239794526793817,-0.010408029250541417,-0.012406133166507302,0.2268044924179129,-0.09007367003527629,0.43297513074571253,-0.5002000364311608,0.0013716854538609684,0.22980925281572329,-0.03993277398962961,0.444620514312081,1.0,-0.1758393527340769,-0.1751946226714873,-0.005761785437043034,-0.0023116308029472224,-0.24090304972603305,-0.10915641545982138,-0.007640491961738074,-0.02459716878463288,-0.0011515139561067325,0.009977794914477608,-0.022445038505319877,-0.022712052923269475,-0.01963083524368303,-0.01694263753897083,-0.0191135623766623,-0.01937389902961219,-0.01602020036014856,-0.07700568397826114,-0.01769911220378775,0.7478588604451374,-0.022588582438654768,-0.01856414095210062,-0.018255927357480932,0.04866811549666944,-0.035492801522827695,0.020483404578411996,-0.013963021449654882,-0.0011515139561051517,-0.01792388695054482,-0.008807951903226932,-0.0008142405857238544,-0.01940835069507682,-0.0011515139561084683,-0.018878647820987048,-0.02212953393762454,-0.017375768506560474,-0.014649584891148896,-0.016889161167013726,-0.01516522507831616,-0.01745238162330829,-0.014179744455161932,-0.015250548145290779,-0.01690889113717783,-0.015955535324250283,-0.01582974331892708,-0.01601806467457523,-0.021155372833413018,-0.013655058278385179,-0.00713032247147592,-0.059753359356372056,-0.0037315703835706414,-0.007769714703161886,0.024682089373731453,-0.007284726936131881,-0.12293224509427224,-0.002303074434738485,-0.004631151615398356,-0.0016025070592597219,-0.007330139773132347,-0.04855248736232284,-0.013216426108025715,-0.009142145560457138,-0.014188644675750013,-0.01949421753934782,-0.01840160329796473,0.002563037745414438,-0.0016284976192294655,-0.0030467426498418213,-0.01678236133471616,-0.0021111692591915627,-0.017259857872444773,-0.02299291303707453,-0.022129533937626598,-0.02096478391780774,-0.020405077839630498,0.020954295659614312,-0.025067023631065492,-0.00760194103912441,-0.04419368290298722,-0.1697471379788188,-0.0009803636718816531,-0.0008177945378174848,-0.012471344079245945,0.15956092247981887,-0.014185293233659352,0.04388490028473029
dst_host_serror_rate,-0.05932476973629412,-0.10155826231767333,-0.19668275670756824,,,,-0.08583232305854331,,-0.4658055380298583,-0.04701086545544328,,,,,,,,,-0.0603542620464735,0.4135821297290815,-0.13468727526837787,0.9746962586939709,0.9708019602539032,-0.2278057048325329,-0.22596490472365344,-0.7143464862423509,0.029255733500116593,-0.20658884568143285,0.37156511347965326,-0.543448496665797,-0.6067054136836391,-0.010778303200182691,-0.25310935896521536,-0.1758393527340769,1.0,0.9828121495115676,-0.23441547949227395,-0.22545290500593723,0.2761460237188972,-0.21592645307949687,-0.01255860085585514,0.0923867103294345,-0.0014226807219052976,0.06113997111113998,0.08043109396229263,0.08901461633581326,0.07315226679920878,0.07051164712612895,0.07682146332223701,0.06939417186921545,0.06604439065414318,-0.15989168659582925,0.06224082935613978,-0.1095192956610394,-0.09153220106460334,0.06875813791717983,0.0671505055165553,0.09501899362496932,-0.021779552888417233,-0.03976704588530712,0.06573709453278424,-0.001037297009217253,0.06427944392311873,-0.3662132139756102,-0.0009454267948582582,0.06766214310636605,-0.000823194946611065,0.06510493222122174,0.08513073520180056,0.07087334719989297,0.05280403941897724,0.0630484670473359,0.06326997628819683,0.06771184874068226,0.06488186352795464,0.05993860582257439,0.06398835160344092,0.05453493454448001,0.0601551458759964,0.0652644910907801,0.07941006603928949,0.06060602368451902,-0.020705220593559746,-0.0953150969613802,-0.006962668403286532,0.01899477191536646,-0.03685886392241533,0.02319523399472456,0.29620712724892717,-0.004386984912462093,0.01667705112245077,0.02016492880540884,0.021647649584861213,-0.11048264629749836,0.04366032931292439,0.05315254054692457,0.04397051917989253,0.07711387064744586,0.06944327930059699,0.07143893629802832,-0.0031020250052628848,-0.005803552779459414,0.06362969436920936,-0.004904831267531259,-0.03883964455502654,0.08467021637661738,0.08171592626972157,0.07814421504378073,0.0838767037031397,-0.18775497330587318,-0.07313410647857646,0.0026764101930627413,-0.08433320607152858,0.9695973321761984,-0.01652792260983947,-0.008800469215433485,-0.0009917467422936846,-0.702173674789615,0.07418983786972617,0.5899356062669328
dst_host_srv_serror_rate,-0.05630145534914665,-0.1013007080279566,-0.19622622352326669,,,,-0.08873942465587059,,-0.4685296793905147,-0.05025494064934666,,,,,,,,,-0.06476377426960772,0.41575661194140007,-0.13400313970581582,0.9760304550917283,0.9819824454736915,-0.2248423822182416,-0.23202962155617948,-0.7181595609240408,0.02904217027899876,-0.20785026416947833,0.36928637951739346,-0.5377420900607977,-0.5990825022910198,-0.014666739265353699,-0.25132543871424384,-0.1751946226714873,0.9828121495115676,1.0,-0.23009629611995902,-0.2325316140165059,0.2753395735861383,-0.21452157875101566,-0.008888854478973451,0.09314199798887265,-0.0021460835534865613,0.061063714598952525,0.08102887774416981,0.08976485865304011,0.07377167309489603,0.07161629647450289,0.07733789283301062,0.06999634046858852,0.06695700828547697,-0.1566008643211606,0.06274106328107606,-0.10742776969186976,-0.09513563355968956,0.06932186829583374,0.06731484746701158,0.09387538379106322,-0.025418148115933844,-0.05287025777776427,0.06667810780722545,0.002123803332778375,0.06472632421795432,-0.3620033268520774,-0.0015175051247317745,0.06833384574986583,0.0021238033327833465,0.06464165201057355,0.08580696118597497,0.0715001367317598,0.053423064153038234,0.06341157124804497,0.06426359979571283,0.06751296021060625,0.06543591087883507,0.06089949620737062,0.06443121880929593,0.05522512833232388,0.060490761689206175,0.06570381468612844,0.08002216814735721,0.06088795986010338,-0.02025811890856906,-0.09541755728228096,-0.0069545503868493,0.01907913039857771,-0.03623772715467971,0.02356522663658454,0.30065618388234683,-0.004292253811285542,0.019238894128347502,0.020794774058345157,0.021237352749120572,-0.1268795028475671,0.043941484857886993,0.05361531773969965,0.04433287468516899,0.07836366054820226,0.07013415305934309,0.07817122056072708,-0.0030350409033259584,-0.005678232780319153,0.06430023059009525,-0.004798917963469217,-0.038017578898973246,0.08521353646475895,0.08223438029357545,0.07871379022021835,0.08462489278965524,-0.19547088668190016,-0.07229945145591257,0.013395334695209468,-0.08349604190116873,0.9755225078896483,-0.009470595721108385,-0.013594826055967603,0.018358903953770923,-0.7066869917738182,0.08259321823389397,0.5936901194622632
dst_host_rerror_rate,0.11133447631706261,-0.03504603287717513,-0.13447974741388494,,,,-0.032557241701409376,,-0.290705027134801,-0.02811123156106896,,,,,,,,,-0.0215860195274497,0.22177966788067477,-0.10572076045455578,-0.22551874168768105,-0.22589441533098695,0.9168894291984646,0.9063357988124731,-0.2814715852115107,0.2506022340836947,-0.06487155244530048,0.11605965631641015,-0.293725614633435,-0.3124645753252796,0.3903870410645424,-0.008947631465892664,-0.005761785437043034,-0.23441547949227395,-0.23009629611995902,1.0,0.9213497772470419,0.15628977026616225,-0.11124468659948145,-0.006650616991851956,0.024699972906524502,0.00879821176442975,0.010632956469639753,0.027544676394822224,0.017911032184113995,0.019818847838775848,0.02420008741038487,0.009355917944690676,0.02133578082776024,0.01878449338367271,-0.10935989603061042,0.020200330521125024,-0.07698864495595863,-0.055163469814896705,0.01989424568834614,0.01992762159103818,-0.021322524571729652,-0.010931107967882363,-0.07223582284602156,0.023377385299937332,0.007945429143430117,0.021082861411314827,-0.14532999138920846,0.0059800517184833936,0.026305183966066997,0.008002281318183292,0.04215849352622121,0.018738157479929976,0.009975482452415365,0.017520192808651667,0.01718286548521701,0.024798060643203664,0.013643886922656239,0.017625207877390137,0.025783019589773613,0.015510290270818128,0.02278417080213866,0.014281240193662349,0.006350871224410858,0.021299841981396134,0.0032675451441981198,-0.014584629301838722,0.1355028140989867,0.002034246955495393,0.019520758873928488,0.003852614855736072,0.011915846955049204,0.20299904781529243,-0.0006247110923194923,0.019124139791429757,0.016138771151797803,0.0114254970658665,-0.06579390023067264,0.020386352418915715,0.01369499118294723,0.040561798259938525,0.012452410123809366,0.015280190644668056,0.002470269213753451,-0.0009442418628797739,-0.0038617488642411503,0.018189157005174855,-0.0034635032807586214,-0.027360923037833183,0.027195761825779305,0.023750611140239714,0.021624924707772098,0.01886849897127007,0.8094691451650736,0.2781030182618796,0.0057195126658809966,0.22854312500986249,-0.22525647076680108,-0.01147782943800414,-0.010269413148119496,0.01704315560657692,-0.43741136766860544,-0.020315153344662495,0.30075073125878155
dst_host_srv_rerror_rate,0.12095308370581714,-0.03710012319283713,-0.12371642779218851,,,,-0.046975922843155195,,-0.2946900553256166,-0.02606548402093715,,,,,,,,,-0.04249754842907981,0.21039384527427082,-0.1145034333320212,-0.22070833006615964,-0.2282903503588228,0.9573580783785799,0.965606339495249,-0.28239962272166963,0.3002650288144249,-0.058095688148678215,0.10580941521199662,-0.29468575162014393,-0.31122056560804956,0.35362989694922237,-0.014693705551896767,-0.0023116308029472224,-0.22545290500593723,-0.2325316140165059,0.9213497772470419,1.0,0.19153513816147663,-0.14922816829310845,0.004412687851673602,0.023775924838936924,0.009452237244939286,0.01425059992130859,0.02677572718477496,0.01713312612976486,0.01969868763756779,0.02491147254881171,0.012117522800423289,0.022715552584135247,0.017683254360893182,-0.1089366406482993,0.02223664408054334,-0.07473024107061735,-0.06617943247575517,0.01919380524507536,0.019626012476892617,-0.026361512697338902,-0.028498181185577114,-0.08173582727594533,0.022289192561252946,0.003979675957914868,0.02135754509017814,-0.13784786830954554,0.006683718551485004,0.025373321961281926,0.003979675957909338,0.058660370095746546,0.018815628272444807,0.009485805620588294,0.016788467980614175,0.01702063194772625,0.025467303059782433,0.012144358705257126,0.019139930087703236,0.02680256682517922,0.015828612297497303,0.02207930802829681,0.01340113299545639,0.009013064177748234,0.020560285055901573,0.003377641580881157,-0.01409220459494961,0.14267644033080518,-0.004837810823384565,0.019142707217151726,0.009214597315197132,0.010462534015843862,0.21314721723459154,-0.0029858309725254157,0.020808972606327344,0.019306713586184365,0.009420302720339498,-0.09266761587608205,0.02012219988163931,0.015419827576948604,0.052165340832035376,0.013018202256280939,0.017206778474953815,-0.006666799857400187,-0.002111272895412781,-0.003949962898287438,0.016518843100361336,-0.0033382829906756124,-0.026446261001134203,0.026613047061905728,0.023108299338829612,0.021127980685321145,0.020154427074846562,0.8364417761095329,0.2840195716122086,0.028263724810586872,0.3041282660362439,-0.22483507329270563,-0.013789155807724014,-0.009927608926971527,-0.012460925307431276,-0.47532179697095395,-0.01958070178610812,0.2979770528356328
protocol_type_tcp,-0.037575362438602114,0.0713645735845669,0.16172855404739322,,,,0.07385956620398172,,0.38665770089541607,0.04997998565377547,,,,,,,,,0.05255828298600611,-0.07797752296951133,-0.5281327082808611,0.277090544469478,0.27790880426146525,0.19104013109113552,0.19077098554608726,-0.24818068438279006,0.0022730270498051465,-0.14605495523963877,-0.027836287567985642,-0.10917601719627928,-0.20000295140073346,-0.028994556582173626,-0.4841715934204883,-0.24090304972603305,0.2761460237188972,0.2753395735861383,0.15628977026616225,0.19153513816147663,1.0,-0.7791164050905646,0.011463937310740052,0.03690605295868787,0.0017277531173821295,0.039191207633055544,0.03367695635965018,0.03407758979578052,0.029454473051924213,0.030086186527170808,0.02867834714950873,0.029068961141913072,0.030483723209036848,-0.5687553818814853,0.026556079605480804,-0.39016465484134494,-0.3455211044360121,0.027853984948692585,0.02739153549590924,0.053639351681103155,0.0609253555476162,0.11017843978245818,0.02875688805623886,0.0017277531173822405,0.026893335847466823,0.32630826021911197,0.0012217018324601212,0.02912065306623826,0.0017277531173814367,0.03783625013907061,0.03320356739426583,0.026070928663098517,0.02198051168198437,0.025340813892675472,0.027799972934751095,0.026185880419066967,0.026556079605486737,0.027032633445358355,0.02537041710950889,0.023939984183351932,0.023751243501377993,0.024033804392304764,0.03174191781917326,0.021774960530594353,-0.07357503552739517,-0.1633426515253618,0.005598918127540123,0.011657825533465886,0.04395022673268993,0.010930140799874396,-0.0001186168551875597,-0.015588946243337794,0.01172174399455086,0.01184854906298239,0.010998279071452281,0.11416091631039464,0.019830173388497956,0.02245287726692809,0.02844144240906361,0.029249489288395287,0.027610110406811182,0.07811740290125406,-0.011022901153679616,-0.0206226540790624,0.03216618169958733,-0.01742908910985973,-0.138075244339277,0.03529553417503566,0.03320356739426925,0.03145595463871955,0.03315813732851888,0.15829327339681845,0.059504298540499774,0.012523104018049921,0.0686291411974504,0.270531523085334,0.0240338043923086,0.014565173201498454,0.02111096276749608,-0.3806039352464758,0.022685404708210715,0.057023574671229565
protocol_type_udp,0.07350637456523039,-0.06291231723608808,-0.12373431683843618,,,,-0.057545199702452456,,-0.3012513579228821,-0.03894022674897535,,,,,,,,,-0.04094902049785408,0.016394837241953092,0.34340003768222077,-0.21478041461916245,-0.216523308520283,-0.14884947204075083,-0.1486328044545667,0.1738682096052771,0.018856477321115075,-0.05261492116244362,0.16469679967063522,0.1323553484653889,0.12454772262801947,0.09847043815154163,0.1641081346590805,-0.10915641545982138,-0.21592645307949687,-0.21452157875101566,-0.11124468659948145,-0.14922816829310845,-0.7791164050905646,1.0,-0.008931741625719544,-0.028754111307346477,-0.0013461207977042194,-0.030534512802290695,-0.02623826917341288,-0.026550409255866377,-0.022948463158193984,-0.023440641489957746,-0.022343770735020023,-0.022648104504648974,-0.023750368840372724,0.7300005213149178,-0.020690277275478553,-0.06738356239530588,-0.05967337792077425,-0.021701496620654636,-0.02134119466553594,-0.0417912988531261,-0.04746794399308305,-0.08584182992230058,-0.022404963244107796,-0.0013461207977025372,-0.020953039146310967,-0.254232118654652,-0.0009518479398035939,-0.022688378530933338,-0.0013461207977049168,-0.02947884319053058,-0.025869444064498284,-0.02031228821749321,-0.01712537724371447,-0.019743443822053522,-0.021659414974451813,-0.020401849016304943,-0.02069027727547363,-0.02106156819008934,-0.019766508173979094,-0.01865203441486366,-0.018504983453280822,-0.018725131278743104,-0.024730648902125178,-0.01696522896966138,0.09443394471833982,0.2317178223270294,-0.004362208963931024,-0.00908280312079269,-0.03424234265496129,-0.008515852007121611,0.0909947679552634,-0.0026922959802770812,-0.009132603042449694,-0.009231398951488,-0.008568939652335648,-0.08894464271791075,-0.015450013402720453,-0.01749340502015706,-0.022159194365365138,-0.022788756945073013,-0.021511489964299618,-0.06086255012351217,0.014147951553425428,-0.0035616447585779653,-0.025061199851287467,-0.003010098682587475,-0.023846347245318436,-0.027499329702348023,-0.025869444064496712,-0.02450785029683195,-0.02583404875492315,-0.12332888611945042,-0.046360775166465334,-0.009756955783110081,-0.053470089774431746,-0.21077554772949864,-0.018725131278738785,-0.011347965384298303,-0.016447897419439188,0.2965347697924462,-0.01767457096430366,-0.21138141861425364
service_X11,0.018060071159606256,0.10288547806685908,0.09285367265828488,,,,-0.0028850714428682324,,0.005390239099227879,-0.0025847957757359017,,,,,,,,,-0.0027181365913954065,-0.01460156685883635,-0.008690171432180867,-0.009897156811978,-0.008935557740314638,0.001557737693628821,0.003491752071879556,0.012776450439672966,0.009305781432713014,-0.009164714549654512,-0.014840814375280136,-0.024374688019091977,-0.013139852077660044,0.005786056144105043,-0.004565028724629088,-0.007640491961738074,-0.01255860085585514,-0.008888854478973451,-0.006650616991851956,0.004412687851673602,0.011463937310740052,-0.008931741625719544,1.0,-0.0019086562058640824,-8.935354624320282e-05,-0.0020268366749430075,-0.0017416582537895726,-0.0017623776597700124,-0.001523285701779131,-0.0015559557856323887,-0.0014831470957351546,-0.0015033483299716308,-0.0015765150379483958,-0.006520176043027462,-0.0013733905979853229,-0.004472823143947818,-0.0039610322807812045,-0.0014405138715326946,-0.0014165975502933483,-0.0027740458070440823,-0.003150853278470932,-0.005698056171943832,-0.0014872089657375707,-8.935354624314621e-05,-0.001390832349887756,-0.016875559317852454,-6.318228575865554e-05,-0.0015060216614263254,-8.935354624343846e-05,-0.0019567628571757717,-0.001717176177973961,-0.0013483002325180829,-0.0011367577041325018,-0.0013105411665598956,-0.0014377205528828547,-0.0013542451484532011,-0.001373390597984961,-0.001398036350406533,-0.0013120721447945482,-0.001238094993007956,-0.001228333963446345,-0.0012429470568241113,-0.0016415846067255315,-0.0011261272939644801,-0.000843459594922234,-0.00463665640362202,-0.0002895571044191424,-0.0006029032981737532,-0.002272957043019146,-0.000565269905505436,-0.011380439541324583,-0.00017871070247509272,-0.0006062089447461406,-0.0006127668739031338,-0.0005687937864024104,-0.005904016385256342,-0.0010255494821833566,-0.0011611868541689498,-0.0014708951840163359,-0.0015126846349827507,-0.0014279015052476767,-0.004039967806915326,-0.00012636584780849913,-0.0002364168135435082,-0.0016635260993177474,-0.0001998059849379648,-0.0015828859452704464,-0.001825365622771346,-0.0017171761779740963,-0.0016267955584415889,-0.0017148266886674107,0.006469703900955575,-0.0030773610175053832,-0.0006476525741576355,-0.0016107318214219314,-0.012709916496522148,0.025929504668020742,-0.0007532614840095001,0.005091442115110108,0.005534703174910578,-0.0011732123867992416,-0.014034776129330871
service_Z39_50,-0.01087048743797953,-0.014168939753916351,-0.027842361239002064,,,,-0.012297042069945923,,-0.06437549337148438,-0.008321278039193924,,,,,,,,,-0.00875054444831806,0.08716232214931857,-0.01813055853396354,0.091525871732066,0.0917957022746036,0.023275636792681846,0.022844424202398995,-0.1090679269052972,0.0006128284901252611,-0.029504125096911755,0.05637794506917763,-0.07663779492191697,-0.08618574379162341,-0.0031575117069333235,-0.034677991498380745,-0.02459716878463288,0.0923867103294345,0.09314199798887265,0.024699972906524502,0.023775924838936924,0.03690605295868787,-0.028754111307346477,-0.0019086562058640824,1.0,-0.00028765742696446045,-0.006525030592565425,-0.0056069507367170895,-0.005673653081087573,-0.004903940178431509,-0.005009115548105421,-0.004774721265209753,-0.004839755450262986,-0.005075302307019035,-0.02099051624418814,-0.004421380261259601,-0.01439943741404582,-0.012751820178579544,-0.004637471384327937,-0.004560477155016826,-0.008930533959586765,-0.010143596812144147,-0.018343851431068276,-0.004787797714012151,-0.0002876574269642385,-0.004477530796810014,-0.0543277818964548,-0.00020340383247252064,-0.004848361752777995,-0.00028765742696396074,-0.006299440731129636,-0.005528135163844729,-0.0043406064109062885,-0.003659583866560415,-0.004219047992533665,-0.004628478804972455,-0.004359744982305192,-0.0044213802612579544,-0.0045007227610723835,-0.004223976697440684,-0.003985820764827143,-0.003954396912402006,-0.004001441098328543,-0.005284781902530187,-0.003625361202072387,-0.002715364157596312,-0.014926868679082855,-0.0009321762271149341,-0.00194093708366455,-0.007317370178200384,-0.001819783247500638,-0.0366372471359657,-0.0005753264756267384,-0.0019515790092277962,-0.0019726910647338146,-0.0018311277386244469,-0.019006902731186395,-0.0033015693016340197,-0.003738229054574964,-0.004735278472502868,-0.0048698119795152015,-0.004596868173962245,-0.013005938692058901,-0.00040681177373527657,-0.0007611007635868949,-0.005355418531657797,-0.0006432388857075609,-0.005095812279834744,-0.005876431326890817,-0.00552813516384612,-0.005237171261953998,-0.005520571411990736,0.03372912344691225,-0.009907001897042229,-0.0020849992068942,-0.007793227744444274,0.09300571338634206,-0.004001441098329149,-0.0024249878088840734,-0.0035148107500632053,-0.09696708189514402,-0.0019791037345237373,0.08139593677815816
service_aol,-0.0005421336277988444,-0.0006633180323439399,-0.0013034373109463762,,,,-0.0005756847743848676,,-0.003013732177762993,-0.0003895597854638639,,,,,,,,,-0.00040965584876793455,0.01344115953469928,-0.0013274313162318539,-0.0015032063418199215,-0.0021661089484286498,0.008456141057702118,0.009250021548404047,-0.005657277605533699,0.017573923142587062,-0.001381232617021814,0.0026470888964847438,-0.003908247051058317,-0.004377825713250431,0.017316013558146586,-0.0017351367620813394,-0.0011515139561067325,-0.0014226807219052976,-0.0021460835534865613,0.00879821176442975,0.009452237244939286,0.0017277531173821295,-0.0013461207977042194,-8.935354624320282e-05,-0.00028765742696446045,1.0,-0.0003054686438566126,-0.0002624888287381323,-0.00026561149220681796,-0.00022957746091722665,-0.00023450123515736902,-0.00022352809063150823,-0.0002265726593930751,-0.00023759976154744328,-0.0009826688840761978,-0.00020698646745294263,-0.0006741081986934005,-0.0005969751653100379,-0.00021710275141171087,-0.00021349827439320364,-0.0004180820394385734,-0.0004748714535614002,-0.0008587655399079764,-0.00022414026325398147,-1.3466653200026611e-05,-0.0002096151490661915,-0.0025433495865191066,-9.522329739150528e-06,-0.00022697556257111505,-1.3466653200001871e-05,-0.00029490767742504354,-0.0002587990857047525,-0.00020320504786106448,-0.0001713230466790873,-0.00019751430286253134,-0.00021668176472315655,-0.00020410101813424274,-0.00020698646745291393,-0.00021070087851628934,-0.0001977450396798974,-0.00018659579390543267,-0.00018512468944999023,-0.00018732705823067028,-0.0002474065275159006,-0.00016972091611996553,-0.00012711949699412332,-0.0006987998397460985,-4.363973530734695e-05,-9.086477225555825e-05,-0.00034256194100723737,-8.519296773225146e-05,-0.001715169000118168,-2.6933850468665698e-05,-9.136297291888057e-05,-9.235133165124845e-05,-8.572405893061563e-05,-0.0008898062191167961,-0.00015456263121889455,-0.00017500481316111798,-0.0002216815803021568,-0.00022797975275728766,-0.00021520191624636205,-0.0006088716976837156,-1.904485183088391e-05,-3.5630854873690205e-05,-0.0002507133741273937,-3.011316304255354e-05,-0.00023855993384009708,-0.00027510453517065744,-0.00025879908570477123,-0.0002451776402176385,-0.000258444989430786,0.010914886528692234,-0.0004637952866607911,-9.760902590928128e-05,-0.0005349171907862789,-0.0021086080901317555,-0.00018732705823067448,-0.00011352555774884217,-0.00016454550794820253,-0.004539504081243376,-0.00017681720544199643,0.003810542505545876
service_auth,-0.01159262590315761,-0.015016849374467291,-0.029369613072171546,,,,-0.013058452215805968,,-0.043119328110656614,-0.0003015650998224219,,,,,,,,,-0.009292362007933453,0.06023902745539829,-0.022721055255720473,0.05970182296563206,0.06024192508042155,0.014353379976422775,0.013575445300124061,-0.07708238236284362,0.015860836268188863,-0.029852275280021722,0.03459528321140258,-0.08275385362767476,-0.08824592124038143,0.0009469595839598498,-0.03094030065228627,0.009977794914477608,0.06113997111113998,0.061063714598952525,0.010632956469639753,0.01425059992130859,0.039191207633055544,-0.030534512802290695,-0.0020268366749430075,-0.006525030592565425,-0.0003054686438566126,1.0,-0.005954122776492803,-0.006024955206867541,-0.005207583102091988,-0.005319270736521062,-0.005070363192324815,-0.005139424174061415,-0.005389555657338202,-0.022290210263590585,-0.00469514396561295,-0.015291023998888894,-0.01354138934547415,-0.00492461505215632,-0.0048428534822688675,-0.00948349613754972,-0.010771669602695447,-0.019479668850764905,-0.005084249310683851,-0.00030546864385639884,-0.004754771238689983,-0.057691657867798486,-0.0002159982223185627,-0.0051485633629219825,-0.0003054686438568974,-0.0066894904730821735,-0.005870427088833526,-0.004609368747570487,-0.0038861785443678842,-0.004480283656303025,-0.0049150656689057525,-0.004629692343941231,-0.004695143965611407,-0.004779399206579145,-0.0044855175374821305,-0.004232615429145936,-0.004199245869818482,-0.0042492029448536126,-0.005612005842772908,-0.0038498368756354024,-0.0028834944939482884,-0.01585111283418457,-0.000989894858395272,-0.002061116325115712,-0.007770448232507867,-0.0019324608670518305,-0.03890575784999915,-0.0006109496290072342,-0.0020724171790587192,-0.002094836454071804,-0.0019445077881198923,-0.020183775063572187,-0.0035059963784444177,-0.003969693297247631,-0.005028478174679348,-0.005171341748123847,-0.004881497765937336,-0.013811242408238137,-0.0004320008078333358,-0.0008082267179572475,-0.005687016161550482,-0.0006830670501554785,-0.005411335569858943,-0.0062402891073794235,-0.0058704270888331935,-0.005561447239199129,-0.005862395003426551,0.02297561030228289,-0.007901448253178744,-0.002214098509077568,-0.00870988234202868,0.061151406336451844,-0.0042492029448528415,-0.0025751385777409617,-0.0037324413437246663,-0.062321397625674436,-0.002316473185711417,0.044867353374507146
service_bgp,-0.0097874245930347,-0.012929225622957457,-0.02540629271431896,,,,-0.01122111187580094,,-0.05874295697077631,-0.007593207480012574,,,,,,,,,-0.007984915207291297,0.08269741164852029,-0.01693823310847906,0.07970980452372471,0.07982657187691698,0.0260946524928204,0.02582910723658348,-0.10007068039379084,0.0007982362141353282,-0.026922660476137325,0.04990249133458605,-0.07025499151468939,-0.07887198811423331,-0.001794740714425247,-0.030969892922450698,-0.022445038505319877,0.08043109396229263,0.08102887774416981,0.027544676394822224,0.02677572718477496,0.03367695635965018,-0.02623826917341288,-0.0017416582537895726,-0.0056069507367170895,-0.0002624888287381323,-0.005954122776492803,1.0,-0.00517723657487333,-0.004474869733802144,-0.004570842780247589,-0.004356956834638561,-0.004416300851047269,-0.004631238525995527,-0.01915395017497691,-0.004034531416172786,-0.01313955805413329,-0.011636099155390697,-0.004231715637670242,-0.004161458021569209,-0.008149156528957598,-0.009256082398097758,-0.016738855406833474,-0.004368889159041817,-0.0002624888287374504,-0.0040857690583311936,-0.04957437041827084,-0.00018560700591041613,-0.004424154144769541,-0.0002624888287383103,-0.005748270909127623,-0.005044450753703468,-0.0039608248771246315,-0.0033393884278780338,-0.0038499022174917586,-0.0042235098644139955,-0.0039782889184332175,-0.004034531416172236,-0.004106931840754898,-0.0038543996851284467,-0.0036370812155030615,-0.0036084067943272704,-0.003651334847296116,-0.00482238969585442,-0.0033081600767830397,-0.002477783260618713,-0.01362084169917363,-0.000850615430355558,-0.0017711147148933132,-0.006677136577976388,-0.0016605612385272354,-0.03343166971327975,-0.0005249882623344904,-0.0017808255247386863,-0.0018000903800951525,-0.001670913142941842,-0.017343893006692392,-0.003012698361826168,-0.003411152551966762,-0.004320965090686867,-0.004443727583070017,-0.0041946650068348055,-0.011867983559217733,-0.00037121776111041896,-0.0006945082214405746,-0.004886845970214045,-0.000586958673338215,-0.0046499539779315,-0.005362272729852201,-0.005044450753703873,-0.004778944750170761,-0.0050375487926432,0.03609075276791641,-0.009040188364617506,-0.0019025721167981575,-0.006449211826855367,0.08089790625541533,-0.0036513348472961508,-0.002212813402309139,-0.0032072822410759354,-0.08848294313578646,-0.0014782685172966283,0.07427419599196156
