,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,protocol_type_tcp,protocol_type_udp,service_X11,service_Z39_50,service_aol,service_auth,service_bgp,service_courier,service_csnet_ns,service_ctf,service_daytime,service_discard,service_domain,service_domain_u,service_echo,service_eco_i,service_ecr_i,service_efs,service_exec,service_finger,service_ftp,service_ftp_data,service_gopher,service_harvest,service_hostnames,service_http,service_http_2784,service_http_443,service_http_8001,service_imap4,service_iso_tsap,service_klogin,service_kshell,service_ldap,service_link,service_login,service_mtp,service_name,service_netbios_dgm,service_netbios_ns,service_netbios_ssn,service_netstat,service_nnsp,service_nntp,service_ntp_u,service_other,service_pm_dump,service_pop_2,service_pop_3,service_printer,service_private,service_red_i,service_remote_job,service_rje,service_shell,service_smtp,service_sql_net,service_ssh,service_sunrpc,service_supdup,service_systat,service_telnet,service_tftp_u,service_tim_i,service_time,service_urh_i,service_urp_i,service_uucp,service_uucp_path,service_vmnet,service_whois,flag_REJ,flag_RSTO,flag_RSTOS0,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,attack_class_Normal,attack_class_Probe,attack_class_R2L,attack_class_U2R
service_mtp,-0.007007243735962821,-0.009918773613945836,-0.020862680456479894,,,,-0.008323230708693112,,-0.047856466276161774,-0.006005670109934164,,,,,,,,,,0.06871962829388563,-0.014117249619915902,0.06537502245718865,0.06558973408648526,0.018803114916224464,0.018367759167355426,-0.07723385115261702,0.0033168874683989495,-0.022149943872215968,0.040809482979588474,-0.056234268920398366,-0.06327875371129459,0.0047091685949921455,-0.025048818765973067,-0.015186799466529307,0.06542206170113146,0.06631978894506312,0.017309882500828235,0.01878317626687841,0.028159076614298048,-0.0217356927661088,-0.0014239677104395912,-0.004908597950006439,-0.00023563038117659568,-0.0051685293735769305,-0.00445214547386566,-0.004527201353689303,-0.0038980964349758992,-0.003962230073305053,-0.0038109358948288717,-0.0038728738155292125,-0.0039833825356780225,-0.01644541612265716,-0.003477019359359836,-0.011494299590631743,-0.009357211603144708,-0.0036763880596748823,-0.00363429866563873,-0.007053400809459206,-0.007027038882278381,-0.014191687935997262,-0.0037999026359637153,-0.00023563038117668843,-0.003580025641214033,-0.0405866406420789,-0.00016661517906057282,-0.0038438487935885998,-0.0002356303811761775,-0.004248964743481318,-0.004379037588678081,-0.0034729974342285652,-0.0028844595398379723,-0.003379190402639568,-0.003638144788935421,-0.0034568635845919388,1.0,-0.003544703565995361,-0.003358455510274621,-0.0031079680667296474,-0.0031746220263362554,-0.003165815002607419,-0.004192487811184099,-0.0028699182723430075,-0.0021610124366984937,-0.011195750831914241,-0.00037256878161593554,-0.0014719553510400252,-0.0027100066342842185,-0.001384383319532173,-0.02709193528944882,-0.0004712719858297674,-0.001471955351039259,-0.0015456471592904888,-0.001343635878439917,-0.014680714441063513,-0.0026104694498808706,-0.0029419127413781113,-0.0032571148758569713,-0.003894503032899496,-0.003645825046652514,-0.008158647516226093,-0.0002885882463472126,-0.00047127198582912904,-0.0042720073404063095,-0.0005269022810481283,-0.004097804896914249,-0.004667763616450126,-0.004385442104852937,-0.004148791365773309,-0.0043982237705100825,0.02356474992614494,-0.006626171935900475,0.003021218442537268,-0.00042865090237683627,0.065810235191015,-0.003187787463634263,-0.0018785974516428684,-0.0011665285198959063,-0.07166690260917487,0.00016165064966306325,-0.06337790206554865,-0.008190917880680599,-0.005276504727618553,-0.0012017224271623505
service_name,-0.007134523391164796,-0.010053904899121696,-0.021146907981311882,,,,-0.008436624156279424,,-0.048508449849487344,-0.006087489737754914,,,,,,,,,,0.06491086148149965,-0.014514358992471915,0.06077419902333794,0.060980066431509834,0.026640487642756998,0.026219093937906852,-0.07843758461107946,0.00511783801278558,-0.02245170872616882,0.04142933063314268,-0.05713796789813597,-0.06425337677712126,0.0035309614671690864,-0.025652426620499682,-0.016244011677029484,0.06090233507242167,0.06170335552136829,0.025062302228782186,0.026739814409794,0.02854270827001979,-0.022031813974856717,-0.001443367461997199,-0.004975471362956825,-0.0002388405458608881,-0.005238944022059045,-0.004512800301555042,-0.004588878722404864,-0.003951203048164201,-0.004016210425860954,-0.0038628550563571625,-0.003925636802567632,-0.004037651063652663,-0.016669464031038247,-0.0035243893321813967,-0.011650894824289892,-0.009484691727219803,-0.0037264741778116725,-0.0036838113692703425,-0.007149494437377339,-0.007122773362411667,-0.014385031660136162,-0.003851671483354064,-0.00023884054586052506,-0.0036287989438176607,-0.041139582074125707,-0.0001688850992684359,-0.003896216351544864,-0.00023884054586098056,-0.004306851491758816,-0.004438696414291642,-0.0035203126134289407,-0.0029237566376895518,-0.003425227580169639,-0.0036877098910980148,-0.0035039589605702346,-0.003544703565995361,1.0,-0.003404210201218067,-0.003150310184397921,-0.003217872219540432,-0.0032089452113115927,-0.0042496051329817455,-0.002909017263904749,-0.0021904534865864996,-0.01134827871791859,-0.00037764455808743055,-0.001492008873258847,-0.00274692703286143,-0.001403243784040183,-0.027461028499862244,-0.0004776924681050465,-0.0014920088732583532,-0.0015667046388031436,-0.0013619412108169036,-0.014880720530281022,-0.002646033780735715,-0.0029819925661348635,-0.0033014889293789267,-0.003947560690560204,-0.0036954947825908564,-0.008269798726827269,-0.0002925198946851822,-0.0004776924681050432,-0.004330208014813306,-0.0005340806554403569,-0.004153632284257607,-0.004731355967479293,-0.004445188183845452,-0.004205313379014832,-0.004458143983471035,0.03254484169278499,-0.006716445113036652,0.002935272641955014,-0.0006461872392569612,0.061271620966059516,-0.0032312170192083114,-0.0019041909560265189,-0.0011824209894439476,-0.07264327313723673,8.543953858491707e-05,-0.06424134548889149,-0.008590874472187256,-0.005348390403140898,-0.0012180943689976847
service_netbios_dgm,-0.0066347912063575145,-0.009525643941630064,-0.020035793773084974,,,,-0.007993341716257235,,-0.04595968821055068,-0.005767637003441664,,,,,,,,,,0.05935108527292673,-0.01365958612223174,0.06433029825846422,0.06449329424309334,0.015674042745587136,0.015563545536882545,-0.0755761840523741,0.005026714771729003,-0.021272036852418713,0.041268098264985224,-0.05434236876830743,-0.061161571019625674,0.001584564976466166,-0.023100819772031836,-0.018225564418840556,0.06454463014908968,0.0651989783542021,0.015778120269227983,0.01593528033443589,0.027042999247507745,-0.020874204476480567,-0.0013675291363135973,-0.004714047001109968,-0.00022629123490533766,-0.00496367611319109,-0.004275685895126348,-0.0043477669554932066,-0.0037435964396565335,-0.0038051881586367658,-0.0036598904838939174,-0.0037193735119192585,-0.003825502248893533,-0.015793606513459582,-0.0033392086397853182,-0.011038726142808954,-0.008986341058277109,-0.0035306754157007933,-0.0034902542234093808,-0.0067738411807524,-0.00674852410140906,-0.013629204232503791,-0.0036492945252534718,-0.00022629123490540103,-0.0034381322955759305,-0.0389780001445837,-0.00016001143161297068,-0.003691498888834639,-0.00022629123490491062,-0.004080558177895292,-0.0042054756211482094,-0.0033353461225648726,-0.002770134768052925,-0.0032452571072242556,-0.0034939479066479593,-0.003319851733669605,-0.003358455510274621,-0.003404210201218067,1.0,-0.002984784595078766,-0.0030487967430590742,-0.0030403387833303846,-0.004026319693502005,-0.0027561698397547117,-0.0020753612946912536,-0.010752010283185523,-0.00035780211897198374,-0.0014136147997948784,-0.0026025962560985096,-0.0013295136620133242,-0.026018153779722154,-0.00045259324844779906,-0.0014136147997945837,-0.0014843858532051625,-0.0012903812346978184,-0.014098848304625992,-0.002507004201002079,-0.002825310827522478,-0.0031280200108559095,-0.0037401454610972843,-0.003501323759438466,-0.007835281733955507,-0.0002771501294484326,-0.00045259324844713596,-0.004102687487747185,-0.0005060186519981316,-0.003935389510875806,-0.004482758071074946,-0.004211626296054581,-0.003984355144862032,-0.004223901363875864,0.020609906761255823,-0.006363545407789598,-0.0016245965227611827,-0.0008002053785970118,0.06487344803953171,-0.003061440371804269,-0.001804139750993482,-0.0011202934782952776,-0.06882640435513301,0.0003896498888592852,-0.060865936100913606,-0.011843517679530444,-0.0050673718933440795,-0.001154092484589085
service_netbios_ns,-0.005950054626721214,-0.008815178651845692,-0.018541441757408322,,,,-0.007397165371000779,,-0.04253182538182824,-0.005337462882084924,,,,,,,,,,0.051785641653881664,-0.01245254915290874,0.05607582382629489,0.05623636678221419,0.019523287633702008,0.019163416112829387,-0.06745116958330488,0.0038981048477185745,-0.019685480736450402,0.038405036126028004,-0.050011411421713725,-0.056303116365406206,0.001399750916303344,-0.020673939369971677,-0.016866226763649312,0.05598388398907545,0.05687895122877334,0.020417472932218527,0.019569833602980057,0.025026020988740787,-0.019317320337557085,-0.0012655331812480891,-0.004362453961273217,-0.00020941350264062518,-0.004593464706085926,-0.003956787631935361,-0.004023492589948562,-0.003464383599428261,-0.003521381554327408,-0.00338692077858801,-0.003441967317386136,-0.0035401805360839845,-0.014615654294735731,-0.0030901567071141603,-0.010215412484770415,-0.008316102732493393,-0.0032673431023484316,-0.00322993668903492,-0.006268620207879971,-0.006245191380560493,-0.012612682049824086,-0.003377115110184721,-0.00020941350264025164,-0.003181702229252865,-0.03607086036542293,-0.00014807712004806463,-0.0034161716985047605,-0.00020941350264116825,-0.003776213343483159,-0.0038918139293339983,-0.003086582272326391,-0.0025635267084319854,-0.003003212466793492,-0.003233354882162337,-0.0030722435187819468,-0.0031079680667296474,-0.003150310184397921,-0.002984784595078766,1.0,-0.002821404925681361,-0.002813577795436498,-0.0037260201886219575,-0.0025506033419903807,-0.0019205723020932204,-0.009950081074835903,-0.0003311157633541611,-0.0013081815861399433,-0.002408483908689281,-0.0012303530575872813,-0.02407761271678576,-0.00041883698000443737,-0.0013081815861392208,-0.0013736742429252906,-0.0011941392878659436,-0.013047298132838754,-0.0023200215027656132,-0.002614587510148001,-0.0028947193959015884,-0.003461190009073883,-0.003240180613480657,-0.007250894153145879,-0.00025647913136904915,-0.0004188369800044228,-0.0037966921582614317,-0.00046827769692772225,-0.0036418719534897313,-0.004148415512183711,-0.0038975058615821736,-0.003687185528862018,-0.0039088654042970395,0.02447784377126733,-0.005888925983430058,-0.0015034274232971802,-0.000737798837636547,0.05654217203411273,-0.0028331055405427805,-0.001669579578128953,-0.001036737376829161,-0.06369304766137154,0.0008287437707231651,-0.05632630391415323,-0.011032452306174834,-0.004689426427911616,-0.0010680155140320039
service_netbios_ssn,-0.00613242737875664,-0.009003796472215263,-0.018939084359664432,,,,-0.007555806113516876,,-0.04314070895152113,-0.005451930929292779,,,,,,,,,,0.057667246489118605,-0.01267697326144508,0.05985187941135592,0.05995966620871677,0.016334524397910007,0.014722949598094602,-0.07002465869942073,0.006246371398175885,-0.0201076585740322,0.0392456581534628,-0.05103127543535394,-0.057482300636945385,0.002882163160877289,-0.022054357677484926,-0.017227942448377928,0.06008735199512115,0.06062367580216635,0.016342497717094027,0.015074484872842964,0.025562732871298278,-0.019731602550863488,-0.001292673999853474,-0.004456011817692986,-0.0002139046167211969,-0.004691976854354887,-0.00404164550605445,-0.004109781028834543,-0.003538681301188768,-0.0035969016429671075,-0.003459557200821446,-0.003515784276124642,-0.003616103790549415,-0.014929103857335606,-0.0031564286815670764,-0.010434493786950019,-0.008494451146525604,-0.0033374150433976126,-0.003299206406404983,-0.006403057997822422,-0.00637912671229198,-0.01288317556257402,-0.0034495412385457227,-0.0002139046167207731,-0.003249937503013695,-0.03684444156642964,-0.0001512528046639589,-0.0034894354404314066,-0.00021390461672130817,-0.003857198593728269,-0.0039752783674819585,-0.0031527775889215273,-0.0026185044952053978,-0.003067619821741316,-0.003302697906638538,-0.0031381313242630202,-0.0031746220263362554,-0.003217872219540432,-0.0030487967430590742,-0.002821404925681361,1.0,-0.002873918216151822,-0.0038059289887651506,-0.0026053039722639328,-0.001961761190106556,-0.0101634720388496,-0.0003382169227727977,-0.0013362370489803806,-0.0024601366238088153,-0.00125673939787185,-0.024593984890046685,-0.00042781942208469734,-0.0013362370489800079,-0.0014031342713138157,-0.001219748982090695,-0.013327112488701474,-0.002369777039558432,-0.002670660354696595,-0.0029567999918232216,-0.0035354192205876646,-0.003309670023627588,-0.007406397940691146,-0.0002619796221382234,-0.000427819422084556,-0.003878116600314549,-0.0004783204522009274,-0.0037199760977097893,-0.00423738306720875,-0.003981092369779801,-0.0037662614749329605,-0.003992695530976517,0.019107883414363987,-0.00467511388757514,-0.0015356701582914256,-0.0010337778956664358,0.06028453999444809,-0.0028938647562695274,-0.001705385637706919,-0.0010589714055421985,-0.06415275396008406,0.0007081555941126649,-0.057534286462604826,-0.010488857006694703,-0.004789996585954508,-0.0010909203384686125
service_netstat,-0.0061091647421996674,-0.008979251732498557,-0.018886543627642582,,,,-0.007534844826417622,,-0.04332344734297304,-0.005436806204307331,,,,,,,,,,0.05297523839054826,-0.012718062187655683,0.06626575497372768,0.066467711604592,0.007093432454102978,0.0068342322985260355,-0.07044096840029485,0.005295522494606202,-0.020051875988056474,0.038013073216776695,-0.05108201263640878,-0.05749141545749151,-0.0009070975831797858,-0.02340669297744437,-0.017180148759363446,0.06650862286495063,0.0671501473766191,0.004084713595227846,0.007081913488317499,0.025491816840027725,-0.01967686321797332,-0.0012890878688229526,-0.004443649967533558,-0.00021331120338895365,-0.004678960390940373,-0.004030433189260963,-0.00409837969074232,-0.0035288643056860204,-0.003586923132819651,-0.003449959711064871,-0.0035060308014509124,-0.003606072009892808,-0.014887687597157421,-0.0031476721297547597,-0.01040554645600422,-0.008470885874157093,-0.0033281563999292213,-0.00329005376119761,-0.006385294659946604,-0.0063614297644868645,-0.012847435108465812,-0.0034399715350357015,-0.00021331120338865197,-0.003240921539387898,-0.03674222786396224,-0.0001508331997389233,-0.0034797550625974456,-0.00021331120338946973,-0.003846497968823452,-0.003964250166132541,-0.0031440311659344804,-0.002611240250496319,-0.0030591096431041745,-0.003293535575317487,-0.0031294255328913755,-0.003165815002607419,-0.0032089452113115927,-0.0030403387833303846,-0.002813577795436498,-0.002873918216151822,1.0,-0.003795370595805367,-0.002598076348419675,-0.001956318880064988,-0.010135276575392241,-0.00033727864273921774,-0.001332530065504958,-0.0024533117226403956,-0.0012532529564592773,-0.02452575635564042,-0.0004266325671551723,-0.0013325300655045533,-0.0013992417018384108,-0.0012163651593462806,-0.013290140466584586,-0.002363202813586912,-0.0026632514194321532,-0.002948597249107825,-0.0035256112747392636,-0.0033004883502908023,-0.007385851141198034,-0.00026125283931892264,-0.0004266325671551566,-0.0038673579447426596,-0.0004769934975166767,-0.003709656154896093,-0.00422562773606574,-0.003970048039260791,-0.0037558131274349153,-0.003981619011000776,0.009861402143595013,-0.005998533391353713,0.0036712950641233275,8.814047862699686e-05,0.06661881090494598,-0.0028858366082474118,-0.0017006545636888055,-0.001056033611304237,-0.06487853205677847,0.0007239237213519887,-0.05737467507509406,-0.008883327864919414,-0.0047767081965868945,-0.0010878939116312361
service_nnsp,-0.009812361255250061,-0.011891252326984443,-0.02501144377948161,,,,-0.009978392631217912,,-0.057373227675508516,-0.007199960744548321,,,,,,,,,,0.022443260388042435,-0.016682203122833618,0.08060983100308586,0.08081711541483702,0.019447489987373792,0.01900359473875647,-0.08980558336332983,0.002444480488448055,-0.02655469305758085,0.051147499249176,-0.06683263069004847,-0.0753387664044483,-0.003055264613721929,-0.03160749290654489,-0.022751665592740226,0.0809204183417594,0.08169898208958679,0.020452628047117016,0.019462074422984633,0.03375880501506253,-0.02605806376426836,-0.0017071386587999512,-0.005884724252892363,-0.0002824879594864372,-0.006196345772501053,-0.0053375014035339135,-0.005427482934047422,-0.004673273888929773,-0.004750161175444641,-0.004568780559131877,-0.004643035486483075,-0.004775520027295626,-0.01971575999736846,-0.004168461210373698,-0.013780061895461822,-0.011217991496027813,-0.004407476472531438,-0.004357017160054703,-0.00845604370770113,-0.008424439434167064,-0.017013854269019364,-0.004555553220761874,-0.0002824879594856397,-0.00429195137420276,-0.04865772079176957,-0.00019974835892298945,-0.004608238533776229,-0.00028248795948664253,-0.005093916049005993,-0.005249855246845854,-0.0041636394831419555,-0.0034580646415724348,-0.004051177937180778,-0.004361628125403684,-0.004144297247874604,-0.004192487811184099,-0.0042496051329817455,-0.004026319693502005,-0.0037260201886219575,-0.0038059289887651506,-0.003795370595805367,1.0,-0.003440631690174618,-0.0025907524769004857,-0.013422143577624498,-0.0004466580003848953,-0.001764669146191661,-0.003248919941843811,-0.001659682495642377,-0.03247945141960206,-0.0005649893743565963,-0.001764669146191484,-0.0018530153451798645,-0.0016108319975403078,-0.01760012883538124,-0.0031295887419547403,-0.0035269430162042487,-0.0039048264086170605,-0.004668965901079825,-0.004370835683107527,-0.009781080340769712,-0.0003459770528526432,-0.0005649893743565163,-0.005121540908579929,-0.0006316823385750912,-0.004912696477930558,-0.005595997480377453,-0.005257533368371729,-0.004973822142099316,-0.005272856802642343,0.027965715751703916,-0.007943855881514961,-0.0020280456593631136,-0.00664548816152218,0.08143120778002486,-0.003821712511669767,-0.0022521763032350844,-0.0013985049789566977,-0.08591861957525222,-0.0008629485675345713,-0.07598126413737726,-0.019531253867465022,-0.006325793160770251,-0.0014406975646382885
service_nntp,-0.005279623091931385,-0.008139188991446921,-0.017121289972334947,,,,-0.0068305914365865495,,-0.03759775914261839,-0.004928648533196368,,,,,,,,,,0.04314252747896645,-0.011275657529696902,0.060547762258254326,0.06065867794456267,0.004002406264413126,0.002598677968049736,-0.061873700383675255,0.008380303562450057,-0.018177703133513523,0.0342169707231728,-0.04615884018799147,-0.05175157470013694,0.0026352095288217216,-0.01970153808400049,-0.015574385365429556,0.06080461367096589,0.061278554202302014,0.0028697839944072105,0.0027760585872867744,0.023109193330797476,-0.017837741385870496,-0.0011686017111977407,-0.004028318845945783,-0.00019337381363036406,-0.004241635695858086,-0.003653723873882646,-0.003715319673398778,-0.0031990347329744055,-0.0032516670215837246,-0.0031275050517875027,-0.003178335389851921,-0.0032690261256856992,-0.013496191859866256,-0.002853471145055458,-0.009432979464452141,-0.007679144275104689,-0.0030170862345253835,-0.0029825449050235315,-0.005788485367541667,-0.0057668510334121055,-0.011646634039053874,-0.003118450432717707,-0.00019337381363030348,-0.002938004885789898,-0.033308071074023914,-0.00013673539219724874,-0.0031545155447371812,-0.00019337381363038065,-0.0034869803814195762,-0.0035937267271083165,-0.0028501704883388216,-0.002367177520566808,-0.002773186258390196,-0.002985701287178391,-0.002836929988462848,-0.0028699182723430075,-0.002909017263904749,-0.0027561698397547117,-0.0025506033419903807,-0.0026053039722639328,-0.002598076348419675,-0.003440631690174618,1.0,-0.001773469168542635,-0.00918797068531844,-0.0003057544862475598,-0.0012079835304052294,-0.0022240099736595366,-0.0011361161522859718,-0.022233426858503998,-0.00038675683798574507,-0.0012079835304047637,-0.0012684598829149117,-0.0011026761177729105,-0.012047961405105084,-0.002142323202831948,-0.0024143274026379806,-0.002673003039047222,-0.0031960857505106714,-0.002992004212628045,-0.00669552362646916,-0.0002368345265430149,-0.00038675683798574295,-0.003505890654455608,-0.00043241072305024114,-0.0033629286532135595,-0.0038306743261657078,-0.0035989826949911477,-0.00340477150846991,-0.003609472171881744,-0.01345886064731773,0.043455246444107816,-0.0013882748280039186,-0.0008223911855410937,0.061247390451390986,-0.0026161083974228856,-0.001541700826887821,-0.0009573301518942549,-0.05714465213882328,-0.0022533647929545084,-0.0520120816387019,-0.0070094247571223355,-0.004330247384568,-0.0009862125906871981
service_ntp_u,-0.004907246104422226,-0.0058435527206514215,-0.012431038259193703,,,,-0.005143349616163685,,-0.029572956231471846,-0.0037112104825519987,,,,,,,,,,-0.025982780952571546,-0.013558932978800958,-0.023285618270830675,-0.023092661977897236,-0.013680366328843396,-0.013682901076449818,0.01440529068098664,0.013688465249964638,-0.011176104977851988,-0.021860282608606008,-0.025095096214337344,-0.009088690261591688,-0.005970774485788302,0.03089111465823884,-0.007724809368090191,-0.023370494692046256,-0.022834732078063247,-0.014122807390705332,-0.01375435834324153,-0.07674301491853752,0.09942229401039243,-0.0008799424205836207,-0.0030332735286992167,-0.00014560805449272422,-0.0031938984392122795,-0.0027512082165610783,-0.0027975890804689926,-0.0024088330005881215,-0.002448464453280514,-0.0023549720484644506,-0.0023932466550233666,-0.002461535640775652,-0.010162463070226623,-0.0021486279562963006,-0.007102915136763571,-0.005782299252769954,-0.002271828065005264,-0.0022458188774512034,-0.00435865682637853,-0.004342366444321106,-0.008769769246231627,-0.002348154033953895,-0.00014560805449232488,-0.002212280802019825,-0.02508055944548635,-0.0001029600340622225,-0.0023753106106292688,-0.00014560805449283012,-0.002625652459641569,-0.002706031118114233,-0.0021461426032175048,-0.001782454960856894,-0.002088174444349557,-0.0022481955935894555,-0.002136172672989307,-0.0021610124366984937,-0.0021904534865864996,-0.0020753612946912536,-0.0019205723020932204,-0.001961761190106556,-0.001956318880064988,-0.0025907524769004857,-0.001773469168542635,1.0,-0.006918426601314456,-0.00023022929040365266,-0.0009095964361374516,-0.0016746515950479836,-0.0008554812024757903,-0.016741491357056666,-0.00029122304454581947,-0.0009095964361374674,-0.0009551343704973018,-0.0008303012762132323,-0.009071963715539965,-0.0016131424819181615,-0.0018179582302565683,-0.0020127377376456816,-0.002406612453806977,-0.002252941617340611,-0.00504164525047563,-0.00017833342580898646,-0.0002912230445457336,-0.002639891657892405,-0.00032559984696332265,-0.00253224306537704,-0.002884449686084562,-0.0027099887959609113,-0.002563750210171643,-0.002717887240382575,-0.011433946255072066,-0.004094650271734304,-0.0010453535202662274,-0.005115383456130128,-0.022599648798174218,-0.0019698967866283584,-0.0011608813716699519,-0.0007208575882466763,0.030153562635347183,-0.0016967554055230837,0.03409725418914408,-0.011668769197453056,-0.0032606219285926854,-0.0007426057021397901
service_other,0.3527110482225847,-0.009996752078508775,-0.06469305907082855,,,,-0.02516522553488817,,-0.13038515863140648,-0.019227000799020934,,,,,,,,,,0.08748156053236548,-0.0017618806093861402,-0.10146238247285816,-0.1078818742240633,0.11601647502410577,0.12289304079545889,-0.04003616483236028,0.31877790609090456,-0.07091248449137161,0.10350632674998032,-0.1621895900906404,-0.17662571027098653,0.5072428622365401,0.30469445491905833,-0.060756760772921636,-0.10402226205469846,-0.10650989287426421,0.12916595431509664,0.1250631413669997,-0.18823829995627425,0.2641289360910112,-0.004558796571439512,-0.01571475205579402,-0.0007543646993998823,-0.016546915927209496,-0.014253431010422821,-0.01449372050938919,-0.012479657040398578,-0.012684979259719485,-0.012200614777989177,-0.012398907462914058,-0.012752698332448192,-0.05264958333420643,-0.011131589444120479,-0.03679870911452908,-0.029956876031817598,-0.011769863290364588,-0.01163511516103021,-0.022581284105992312,-0.02249688706353437,-0.04543432960713006,-0.012165292079097754,-0.0007543646993985359,-0.011461361447507569,-0.12993710240030912,-0.0005334142772263791,-0.012305984590021224,-0.0007543646994002336,-0.013602953046474428,-0.0140193779670427,-0.01111871335264733,-0.009234524185006728,-0.010818392516071704,-0.011647428427366277,-0.011067061241512171,-0.011195750831914241,-0.01134827871791859,-0.010752010283185523,-0.009950081074835903,-0.0101634720388496,-0.010135276575392241,-0.013422143577624498,-0.00918797068531844,-0.006918426601314456,1.0,-0.0011927695212574287,-0.004712427787824416,-0.00867601762480384,-0.0044320681462273,-0.08673414488680876,-0.0015087653304792779,-0.004712427787826425,-0.004948350246134711,-0.004301616245229277,-0.04699993558112323,-0.00835735184914381,-0.00941845915507538,-0.010427570807948863,-0.012468152854668131,-0.011672016578016612,-0.02611970345388899,-0.0009239079638972994,-0.001508765330479259,-0.013676723337135054,-0.0016868643121112795,-0.013119018624935648,-0.0149437270346816,-0.014039881863393175,-0.01328225051407844,-0.014080802042446378,0.08600099251173769,-0.018466131224876513,-0.005415756682096849,0.12661242448406324,-0.10650125263496957,-0.004549284738457059,-0.0005399559576896537,-0.0015319896074810603,0.01758019294404054,-0.008790532817042809,0.023836683055516818,0.19270459983728466,-0.014439390789075374,0.002567215225790792
service_pm_dump,-0.0008722114681899571,-0.0010115619616497325,-0.0015112079775333853,,,,-0.0008867378398115407,,-0.005098517752507941,-0.0006398302685878076,,,,,,,,,,0.0023379188370374433,-0.0023423500085439433,-0.003788764235403446,-0.003981284323599944,0.0070789450200159825,-0.002358996966623049,-0.006949495774093802,0.032737187994828644,-0.0023598040314523555,-0.0006953302627568869,-0.006525050315015826,-0.0072024653691550216,0.00883894693200186,-0.002862225658982455,-0.002021844954935254,-0.0037175605834409106,-0.003936815986964062,0.003106741556362028,-0.002371316537940684,0.0030000032008889416,-0.0023156706722044073,-0.00015170624192762866,-0.000522950726106365,-2.5103518394591193e-05,-0.0005506432216174506,-0.00047432133004196315,-0.00048231761069977445,-0.0004152942208475231,-0.00042212687103984625,-0.0004060083375432217,-0.00041260706103413364,-0.000424380405691246,-0.0017520567767173667,-0.0003704336385234517,-0.0012245762187576557,-0.0009968957841006152,-0.0003916739209118325,-0.0003871898137594395,-0.0007514530854660658,-0.000748644546427111,-0.0015119497637442634,-0.0004048328795429733,-2.5103518394562082e-05,-0.0003814076906739006,-0.0043240072644510465,-1.7750797632693325e-05,-0.0004095148020102165,-2.5103518394598813e-05,-0.0004526749227434147,-0.000466532584249114,-0.0003700051518785298,-0.00030730367941191413,-0.00036001116667281984,-0.0003875995708819301,-0.0003682862886771148,-0.00037256878161593554,-0.00037764455808743055,-0.00035780211897198374,-0.0003311157633541611,-0.0003382169227727977,-0.00033727864273921774,-0.0004466580003848953,-0.0003057544862475598,-0.00023022929040365266,-0.0011927695212574287,1.0,-0.00015681873468986,-0.0002887178684390606,-0.00014748901204259267,-0.0028863124207010567,-5.020823251266287e-05,-0.0001568187346898169,-0.0001646696903043625,-0.00014314787346843193,-0.001564049521862168,-0.00027811340594609924,-0.00031342461124647317,-0.0003470055210668083,-0.00041491138806096564,-0.0003884178078596464,-0.0008692035253476839,-3.074552744193324e-05,-5.0208232512663126e-05,-0.0004551298279817597,-5.613495610499942e-05,-0.00043657070065946697,-0.0004972927906043844,-0.00046721490665855355,-0.0004420026816817226,-0.00046857663589570226,-0.0019712665012809774,-0.000705937104746844,-0.00018022389912626227,-0.0008819163413263422,-0.003896286515830633,-0.0003396195381552095,-0.0002001414480074937,-0.00012427926318717337,0.005198617047090387,-0.0002925286700788652,-0.006752135791511745,0.019730383428328713,-0.0005621466672775128,-0.00012802874105149518
